Pressure,Pressure Coefficient,Dynamic Pressure,Temperature,Density,Dynamic Viscosity,Effective Viscosity,Eddy Viscosity,Thermal Conductivity,Effective Thermal Conductivity,Prandtl Number,Effective Prandtl Number,R Gas Constant,Specific Heat Capacity,Static Enthalpy,Entropy,Total Energy,Speed Of Sound,Velocity (mwa),Density (mwa),Mach Number (mwa),Total Pressure (mwa),Total Temperature (mwa),Total Enthalpy (mwa),Velocity Axial (mwa),Velocity Radial (mwa),Velocity Circumferential (mwa),Dp Dx,Dp Dy,Dp Dz,Vorticity X,Vorticity Y,Vorticity Z,Vorticity Magnitude,Q Criterion Normalized,Q Criterion Raw,Lambda 2 Criterion,Helicity,Turbulence Kinetic Energy,Turbulence Eddy Frequency,Turbulence Eddy Dissipation,Turbulence Intensity,Wall Shear,Wall Shear X,Wall Shear Y,Wall Shear Z,Wall Temperature,Wall Adjacent Temperature,Heat Flux,X,Y,Z,Angular Coordinate,Radial Angular Coordinate,Radial Angular Coordinate,Velocity Circumferential (mwa),Velocity Axial (mwa),Velocity Radial (mwa),Relative Total Pressure (mwa),Rothalpy (mwa),mdot
6261847,10223424,792025.8125,238.015029907227,67.8804244995117,1.11884146463126e-05,0.0189385712146759,0.0189273841679096,0.0358767919242382,76.9525375366211,1.07663822174072,0.850251436233521,518.268188476562,3452.35327148438,671725.1875,3719.8984375,591141.875,364.718170166016,206.251724243164,67.8878402709961,0.419525355100632,7096208.5,252.775802612305,683449.4375,-38.8655281066895,-1.23051869869232,-147.859512329102,0,0,0,-1001.97448730469,-36736.83984375,186642.703125,358102.71875,-801869824,-801869824,162785936,-1264111.625,58.7536964416504,1277825.75,20214284,5.84402942657471,4675.1767578125,-311.370697021484,-4575.3349609375,-865.920959472656,5.30516052246094,5.30516052246094,0,0.0104239759966731,-7.33091042093292e-07,2.70494297183177e-06,-1.55953562259674,0.0104272468015552,0.0104272468015552,-147.859512329102,-38.8655281066895,-1.23051869869232,7828923,691527.625,0.0218835454434156
6253447,10209709,656640.1875,238.367248535156,67.5174179077148,1.11852787085809e-05,0.0168672371655703,0.0168560519814491,0.0358402691781521,68.3100814819336,1.07252550125122,0.850296914577484,518.268188476562,3436.6328125,673112,3726.24658203125,590199.8125,365.293365478516,191.621475219727,67.5722427368164,0.384409219026566,6960932.5,251.195709228516,683000.8125,-37.2626304626465,-2.08774447441101,-135.16828918457,0,0,0,-609.785827636719,3543.40966796875,-16112.4384765625,356376.8125,-192523936,-192523936,506881.65625,814241.25,58.7173614501953,1269595.625,16827610,5.95789861679077,3662.22924804688,-218.790481567383,-3574.17724609375,-705.952758789062,238.828872680664,238.828872680664,0,0.00999989733099937,0.000490803620778024,9.80762561084703e-05,-1.52303564548492,0.0100120436400175,0.0100120436400175,-135.16828918457,-37.2626304626465,-2.08774447441101,7603729,690153.4375,0.0400098226964474
6269855,10236498,651518.25,238.510833740234,67.6575393676758,1.11973940875032e-05,0.0172830075025558,0.0172718092799187,0.0358815602958202,70.0178680419922,1.07278287410736,0.850295007228851,518.268188476562,3437.69116210938,673265.9375,3725.88427734375,590205.8125,365.478424072266,190.876724243164,67.7220230102539,0.382019877433777,6971046.5,251.242202758789,683057.375,-37.0941925048828,-3.50479888916016,-134.373199462891,0,0,0,-785.52392578125,3508.09912109375,-16568.00390625,354861.25,59892412,59892412,-163801776,806142.0625,58.5493850708008,1266092.375,16636676,5.94790554046631,3651.19702148438,-68.1429901123047,-3567.49145507812,-702.944152832031,238.933639526367,238.933639526367,0,0.00997528992593288,0.000980971264652908,0.000196121705812402,-1.47142255306244,0.0100241545587778,0.0100241545587778,-134.373199462891,-37.0941925048828,-3.50479888916016,7611722,690171.25,0.0399983562529087
6280354,10253639,648003.8125,238.603759765625,67.7464141845703,1.1205143891857e-05,0.0173513814806938,0.017340175807476,0.035907931625843,70.3079681396484,1.07293891906738,0.850294947624207,518.268188476562,3438.33740234375,673368.0625,3725.66650390625,590209.8125,365.598236083984,190.431823730469,67.8141479492188,0.380512923002243,6977451.5,251.276580810547,683094.625,-36.9745559692383,-3.95259952545166,-133.875457763672,0,0,0,-960.200805664062,3541.75537109375,-16728.78125,354336.40625,132153640,132153640,-185790240,796921.5625,58.4764251708984,1264310.5,16535753,5.94394493103027,3642.62817382812,97.4967651367188,-3557.75268554688,-700.655212402344,239.003219604492,239.003219604492,0,0.00992651749402285,0.001469322363846,0.000293986406177282,-1.41887640953064,0.0100362719967961,0.0100362719967961,-133.875457763672,-36.9745559692383,-3.95259952545166,7617297,690188.9375,0.039982695132494
6288414,10266798,645549,238.673522949219,67.8157730102539,1.12110801637755e-05,0.0173784177750349,0.0173672065138817,0.0359282419085503,70.4290466308594,1.07307493686676,0.850295066833496,518.268188476562,3438.89575195312,673440.9375,3725.47509765625,590212.5625,365.687530517578,190.150421142578,67.8847732543945,0.379471093416214,6982754.5,251.309188842773,683121.3125,-36.8763008117676,-4.13938331604004,-133.538681030273,0,0,0,-1052.8720703125,3712.00927734375,-16787.61328125,353897.09375,154806944,154806944,-147917296,791239,58.4146575927734,1261920.375,16425328,5.94112491607666,3637.66577148438,267.456726074219,-3544.0830078125,-698.778442382812,239.060516357422,239.060516357422,0,0.00985394325107336,0.00195468380115926,0.000391742767533287,-1.36444807052612,0.0100488662719727,0.0100488662719727,-133.538681030273,-36.8763008117676,-4.13938331604004,7622535.5,690206.1875,0.0399764776229858
6294836.5,10277284,643804.25,238.727890014648,67.8719100952148,1.12158013507724e-05,0.017394395545125,0.0173831805586815,0.035944476723671,70.5035095214844,1.07319569587708,0.85029524564743,518.268188476562,3439.38842773438,673494.625,3725.30395507812,590214.9375,365.756622314453,189.966339111328,67.9409255981445,0.378727406263351,6987232.5,251.338882446289,683141.25,-36.7943344116211,-4.26405429840088,-133.302291870117,0,0,0,-1034.25610351562,4006.69165039062,-16801.3203125,353555.78125,156247680,156247680,-176987984,788927.4375,58.362434387207,1261177.25,16397819,5.93877506256104,3633.65380859375,437.285583496094,-3523.3115234375,-697.0849609375,239.112731933594,239.112731933594,0,0.00975790712982416,0.00243593263439834,0.000489365367684513,-1.3140869140625,0.0100607257336378,0.0100607257336378,-133.302291870117,-36.7943344116211,-4.26405429840088,7627281,690221.875,0.0399764254689217
6300758,10286952,642287.6875,238.777481079102,67.9240341186523,1.12201505544363e-05,0.0174073316156864,0.0173961110413074,0.0359594635665417,70.5653533935547,1.07331216335297,0.850295424461365,518.268188476562,3439.86206054688,673542.3125,3725.13818359375,590217.125,365.819488525391,189.812103271484,67.9928741455078,0.378073543310165,6991464.5,251.36767578125,683159.1875,-36.7194900512695,-4.38567590713501,-133.09521484375,0,0,0,-1234.81640625,3936.14086914062,-16759.369140625,353308.21875,165210272,165210272,-179555424,785738.125,58.3118095397949,1260009.375,16353344,5.93651962280273,3628.65966796875,605.28271484375,-3493.54663085938,-695.295959472656,239.161865234375,239.161865234375,0,0.00963879749178886,0.00291199260391295,0.00058685295516625,-1.26540076732635,0.0100725078955293,0.0100725078955293,-133.09521484375,-36.7194900512695,-4.38567590713501,7631884,690237,0.0399771444499493
6306504.5,10296334,640884,238.825210571289,67.9748458862305,1.12243669718737e-05,0.0174203962087631,0.0174091719090939,0.0359740145504475,70.627685546875,1.0734281539917,0.850295662879944,518.268188476562,3440.3330078125,673587.3125,3724.97241210938,590219.3125,365.879943847656,189.672241210938,68.0435333251953,0.377456963062286,6995635,251.396530151367,683176.25,-36.6485786437988,-4.50601387023926,-132.900192260742,0,0,0,-1435.11206054688,3864.466796875,-16751.505859375,353085.78125,160142992,160142992,-167538128,782505,58.2585487365723,1259802,16344138,5.93415546417236,3624.30419921875,770.910949707031,-3456.56103515625,-693.554382324219,239.208999633789,239.208999633789,0,0.00949697755277157,0.00338180013932288,0.000684214639477432,-1.21677434444427,0.0100846514105797,0.0100846514105797,-132.900192260742,-36.6485786437988,-4.50601387023926,7636492,690252.1875,0.0399777926504612
6312095,10305461,639583.8125,238.87126159668,68.0244827270508,1.12284651549999e-05,0.0174343399703503,0.0174231119453907,0.0359881781041622,70.6935501098633,1.07354378700256,0.850295841693878,518.268188476562,3440.8017578125,673629.9375,3724.806640625,590221.5,365.938262939453,189.545059204102,68.0930786132812,0.376872688531876,6999748,251.425384521484,683192.5625,-36.5819358825684,-4.61314344406128,-132.715850830078,0,0,0,-1612.27294921875,3788.072265625,-16748.87109375,352896.40625,163533648,163533648,-157914864,779250.875,58.2055969238281,1259109.625,16314540,5.93176126480103,3621.515625,934.70556640625,-3413.244140625,-692.064147949219,239.254745483398,239.254745483398,0,0.00933280773460865,0.0038443033117801,0.000781459209974855,-1.16820919513702,0.0100971590727568,0.0100971590727568,-132.715850830078,-36.5819358825684,-4.61314344406128,7641100.5,690267.375,0.0399783961474895
6317597.5,10314445,638350.875,238.916305541992,68.0734786987305,1.12324951260234e-05,0.0174493324011564,0.0174380987882614,0.0360021181404591,70.7636413574219,1.07365930080414,0.850295960903168,518.268188476562,3441.27001953125,673671.0625,3724.64038085938,590223.8125,365.995300292969,189.425689697266,68.1420516967773,0.376306593418121,7003827,251.45426940918,683208.5,-36.5187759399414,-4.69114875793457,-132.538131713867,0,0,0,-1843.41516113281,3699.68408203125,-16815.689453125,352656.125,164776432,164776432,-145079472,777599.1875,58.1470794677734,1257674.375,16243379,5.92918491363525,3621.5068359375,1097.26611328125,-3364.63818359375,-691.209045410156,239.299545288086,239.299545288086,0,0.00914664939045906,0.00429844530299306,0.000878594757523388,-1.11970663070679,0.0101099787279963,0.0101099787279963,-132.538131713867,-36.5187759399414,-4.69114875793457,7645712.5,690282.5,0.0399787686765194
