Pressure,Pressure Coefficient,Dynamic Pressure,Temperature,Density,Dynamic Viscosity,Effective Viscosity,Eddy Viscosity,Thermal Conductivity,Effective Thermal Conductivity,Prandtl Number,Effective Prandtl Number,R Gas Constant,Specific Heat Capacity,Static Enthalpy,Entropy,Total Energy,Speed Of Sound,Velocity (mwa),Density (mwa),Mach Number (mwa),Total Pressure (mwa),Total Temperature (mwa),Total Enthalpy (mwa),Velocity Axial (mwa),Velocity Radial (mwa),Velocity Circumferential (mwa),Dp Dx,Dp Dy,Dp Dz,Vorticity X,Vorticity Y,Vorticity Z,Vorticity Magnitude,Q Criterion Normalized,Q Criterion Raw,Lambda 2 Criterion,Helicity,Turbulence Kinetic Energy,Turbulence Eddy Frequency,Turbulence Eddy Dissipation,Turbulence Intensity,Wall Shear,Wall Shear X,Wall Shear Y,Wall Shear Z,Wall Temperature,Wall Adjacent Temperature,Heat Flux,X,Y,Z,Angular Coordinate,Radial Angular Coordinate,Radial Angular Coordinate,Velocity Circumferential (mwa),Velocity Axial (mwa),Velocity Radial (mwa),Relative Total Pressure (mwa),Rothalpy (mwa),mdot
6267133,10232054,987549.6875,238.980163574219,67.2994079589844,1.11988874778035e-05,0.017069224268198,0.0170580260455608,0.035857442766428,68.7085647583008,1.06820666790009,0.850252389907837,518.268188476562,3420.26904296875,674931.125,3733.01318359375,596477.625,366.214385986328,208.955535888672,67.3083724975586,0.468561589717865,7317724.5,254.040481567383,689665.75,-39.3773727416992,-0.315606325864792,-166.893630981445,0,0,0,-1008.52758789062,-37203.79296875,185552.1875,363315.875,-1071670656,-1071670656,238665584,-457053.03125,57.6719207763672,1293333.625,21151726,5.76317739486694,4849.673828125,-326.795837402344,-4745.56201171875,-898.442260742188,5.32856178283691,5.32856178283691,0,0.0104239759966731,-7.33091042093292e-07,2.70494297183177e-06,-1.55953562259674,0.0104272468015552,0.0104272468015552,-166.893630981445,-39.3773727416992,-0.315606325864792,7863948.5,696049.3125,0.0219834949821234
6255272,10212689,819217,239.417816162109,66.8395614624023,1.11946364995674e-05,0.0159900020807981,0.0159788075834513,0.0358118824660778,64.099983215332,1.06318962574005,0.850290894508362,518.268188476562,3401.177734375,676664.5,3741.0068359375,595307.6875,366.923919677734,193.614990234375,66.9085388183594,0.429737597703934,7145140,252.42887878418,689107,-37.6443481445312,-1.56616878509521,-152.924041748047,0,0,0,-602.257873535156,3432.23266601562,-18752.609375,361912.65625,-308666048,-308666048,53685976,987637.875,58.3773498535156,1285119.375,17498064,5.919677734375,3738.77661132812,-236.901489257812,-3647.3037109375,-720.055297851562,239.955276489258,239.955276489258,0,0.00999989733099937,0.000490803620778024,9.80762561084703e-05,-1.52303564548492,0.0100120436400175,0.0100120436400175,-152.924041748047,-37.6443481445312,-1.56616878509521,7622506.5,694770.625,0.0400201715528965
6274469.5,10244032,813045.4375,239.583236694336,67.0034484863281,1.12086545414058e-05,0.0167158301919699,0.0167046207934618,0.035859901458025,67.0431365966797,1.0635062456131,0.850287735462189,518.268188476562,3402.48681640625,676838.1875,3740.55053710938,595300.0625,367.135375976562,192.721466064453,67.0837020874023,0.426919430494308,7155978.5,252.478164672852,689152.6875,-37.4505271911621,-3.35577058792114,-151.997924804688,0,0,0,-784.9150390625,3457.99609375,-19586.43359375,360368.0625,82664744,82664744,-209794976,977380.875,58.1701812744141,1281462.75,17271536,5.90718460083008,3726.91723632812,-89.9076843261719,-3639.66870117188,-716.821899414062,240.071533203125,240.071533203125,0,0.00997528992593288,0.000980971264652908,0.000196121705812402,-1.47142255306244,0.0100241545587778,0.0100241545587778,-151.997924804688,-37.4505271911621,-3.35577058792114,7631467,694784,0.0400096513330936
6286096,10263014,808923.0625,239.684600830078,67.1017913818359,1.12171392174787e-05,0.0167997404932976,0.0167885236442089,0.0358889251947403,67.3946151733398,1.06368851661682,0.850287556648254,518.268188476562,3403.24609375,676947.5,3740.2900390625,595294,367.264984130859,192.201293945312,67.1857604980469,0.425229430198669,7162465.5,252.511215209961,689181.0625,-37.3195266723633,-3.93101263046265,-151.442092895508,0,0,0,-958.84716796875,3504.84643554688,-19831.1171875,359799.65625,192188480,192188480,-232438208,965853,58.0849304199219,1279520.25,17152604,5.90241479873657,3717.5244140625,76.4793853759766,-3629.81982421875,-714.378479003906,240.144027709961,240.144027709961,0,0.00992651749402285,0.001469322363846,0.000293986406177282,-1.41887640953064,0.0100362719967961,0.0100362719967961,-151.442092895508,-37.3195266723633,-3.93101263046265,7637199.5,694796.75,0.0399904102087021
6294573,10276854,806248.9375,239.756423950195,67.1749877929688,1.12233083200408e-05,0.0168291740119457,0.0168179515749216,0.0359101630747318,67.5254058837891,1.06384253501892,0.850287735462189,518.268188476562,3403.880859375,677019.8125,3740.06762695312,595289.3125,367.355895996094,191.887420654297,67.2603759765625,0.42414179444313,7167781.5,252.541656494141,689199.6875,-37.216869354248,-4.15942764282227,-151.092086791992,0,0,0,-1049.72314453125,3679.99755859375,-19918.5546875,359334.28125,220082224,220082224,-187431488,958817.5625,58.0145568847656,1277024.75,17031900,5.89907598495483,3712.22705078125,248.896713256836,-3616.7001953125,-712.438110351562,240.201782226562,240.201782226562,0,0.00985394325107336,0.00195468380115926,0.000391742767533287,-1.36444807052612,0.0100488662719727,0.0100488662719727,-151.092086791992,-37.216869354248,-4.15942764282227,7642443,694809,0.0399824976921082
6301108,10287523,804487.75,239.810134887695,67.2325897216797,1.12280495159212e-05,0.0168442539870739,0.0168330259621143,0.0359265990555286,67.5964660644531,1.06397771835327,0.850287914276123,518.268188476562,3404.43286132812,677069.6875,3739.87060546875,595286,367.423187255859,191.692092895508,67.3180465698242,0.423414021730423,7172284.5,252.569274902344,689212.875,-37.1331672668457,-4.29752445220947,-150.863021850586,0,0,0,-1029.79736328125,3977.75122070312,-19945.837890625,358979.8125,222016656,222016656,-186328016,956341.4375,57.9555854797363,1276227.375,17000484,5.89633178710938,3708.05541992188,421.851104736328,-3596.5849609375,-710.709594726562,240.253112792969,240.253112792969,0,0.00975790712982416,0.00243593263439834,0.000489365367684513,-1.3140869140625,0.0100607257336378,0.0100607257336378,-150.863021850586,-37.1331672668457,-4.29752445220947,7647173.5,694820.125,0.0399822704493999
6307074.5,10297264,803004.25,239.858489990234,67.2856674194336,1.12323732537334e-05,0.0168564300984144,0.0168451983481646,0.0359416268765926,67.6555557250977,1.06410753726959,0.850288093090057,518.268188476562,3404.96166992188,677112.875,3739.6806640625,595283.0625,367.483489990234,191.531234741211,67.370979309082,0.422789394855499,7176553,252.596038818359,689224.375,-37.0569038391113,-4.42471408843994,-150.667907714844,0,0,0,-1228.91149902344,3907.6455078125,-19906.78515625,358725.46875,233726624,233726624,-209999536,953026.6875,57.8993492126465,1275025.25,16953332,5.89375162124634,3702.93334960938,593.231689453125,-3567.36083984375,-708.891418457031,240.300628662109,240.300628662109,0,0.00963879749178886,0.00291199260391295,0.00058685295516625,-1.26540076732635,0.0100725078955293,0.0100725078955293,-150.667907714844,-37.0569038391113,-4.42471408843994,7651758,694830.9375,0.0399829931557178
6312842.5,10306682,801658.8125,239.904754638672,67.3372573852539,1.12365487439092e-05,0.0168682429939508,0.0168570056557655,0.0359561629593372,67.713134765625,1.06423687934875,0.850288331508636,518.268188476562,3405.48657226562,677153.0625,3739.49072265625,595280.375,367.541137695312,191.38606262207,67.4224166870117,0.422207444906235,7180766.5,252.622802734375,689235.1875,-36.9846687316895,-4.5477876663208,-150.486755371094,0,0,0,-1428.29406738281,3836.74243164062,-19899.919921875,358497.8125,228573744,228573744,-195198896,949261.125,57.8407897949219,1274799.75,16943020,5.89108324050903,3698.54028320312,762.343566894531,-3530.83959960938,-707.127136230469,240.346405029297,240.346405029297,0,0.00949697755277157,0.00338180013932288,0.000684214639477432,-1.21677434444427,0.0100846514105797,0.0100846514105797,-150.486755371094,-36.9846687316895,-4.5477876663208,7656340,694841.75,0.0399836376309395
6318442.5,10315825,800438.9375,239.949203491211,67.3875961303711,1.12405978143215e-05,0.0168809369206429,0.0168696958571672,0.0359702818095684,67.7741928100586,1.06436574459076,0.850288510322571,518.268188476562,3406.00903320312,677190.5625,3739.30053710938,595278,367.596466064453,191.254348754883,67.4726409912109,0.42166143655777,7184931,252.649551391602,689245.4375,-36.9168319702148,-4.65654563903809,-150.317535400391,0,0,0,-1604.20288085938,3760.54248046875,-19897.900390625,358303.625,231158288,231158288,-187040032,945636.375,57.7826461791992,1274085.75,16911894,5.88838815689087,3695.71728515625,929.67041015625,-3487.8212890625,-705.604736328125,240.390518188477,240.390518188477,0,0.00933280773460865,0.0038443033117801,0.000781459209974855,-1.16820919513702,0.0100971590727568,0.0100971590727568,-150.317535400391,-36.9168319702148,-4.65654563903809,7660918,694852.5,0.0399842374026775
6323946,10324810,799303.1875,239.992553710938,67.4372406005859,1.1244573215663e-05,0.0168944373726845,0.0168831925839186,0.0359841622412205,67.8384475708008,1.06449449062347,0.850288689136505,518.268188476562,3406.53076171875,677226.4375,3739.11010742188,595275.8125,367.650421142578,191.130889892578,67.5222320556641,0.421136260032654,7189066.5,252.676284790039,689255.3125,-36.8525581359863,-4.73549127578735,-150.155807495117,0,0,0,-1834.71325683594,3672.97241210938,-19965.509765625,358059.15625,233973312,233973312,-174684128,943254.6875,57.7186050415039,1272624.125,16838154,5.8854923248291,3695.69360351562,1095.77917480469,-3439.36328125,-704.730285644531,240.434036254883,240.434036254883,0,0.00914664939045906,0.00429844530299306,0.000878594757523388,-1.11970663070679,0.0101099787279963,0.0101099787279963,-150.155807495117,-36.8525581359863,-4.73549127578735,7665495.5,694863.25,0.0399846136569977
