Pressure,Pressure Coefficient,Dynamic Pressure,Temperature,Density,Dynamic Viscosity,Effective Viscosity,Eddy Viscosity,Thermal Conductivity,Effective Thermal Conductivity,Prandtl Number,Effective Prandtl Number,R Gas Constant,Specific Heat Capacity,Static Enthalpy,Entropy,Total Energy,Speed Of Sound,Velocity (mwa),Density (mwa),Mach Number (mwa),Total Pressure (mwa),Total Temperature (mwa),Total Enthalpy (mwa),Velocity Axial (mwa),Velocity Radial (mwa),Velocity Circumferential (mwa),Dp Dx,Dp Dy,Dp Dz,Vorticity X,Vorticity Y,Vorticity Z,Vorticity Magnitude,Q Criterion Normalized,Q Criterion Raw,Lambda 2 Criterion,Helicity,Turbulence Kinetic Energy,Turbulence Eddy Frequency,Turbulence Eddy Dissipation,Turbulence Intensity,Wall Shear,Wall Shear X,Wall Shear Y,Wall Shear Z,Wall Temperature,Wall Adjacent Temperature,Heat Flux,X,Y,Z,Angular Coordinate,Radial Angular Coordinate,Radial Angular Coordinate,Velocity Circumferential (mwa),Velocity Axial (mwa),Velocity Radial (mwa),Relative Total Pressure (mwa),Rothalpy (mwa),mdot
6275351,10245471,1274415.125,239.693328857422,66.942512512207,1.12099651232711e-05,0.0149505138397217,0.014939303509891,0.0358586497604847,59.8038864135742,1.06261575222015,0.850259840488434,518.268188476562,3399.12084960938,677193.6875,3741.95556640625,602482,367.298583984375,211.485763549805,66.9540710449219,0.532102167606354,7651062,255.054244995117,696296.5,-39.8602485656738,1.06806433200836,-191.210113525391,0,0,0,-1014.91064453125,-37607.52734375,183008.328125,368167,-1447836544,-1447836544,375646656,639256.625,56.4371490478516,1307241.375,22110122,5.6804780960083,5068.37109375,-339.212249755859,-4959.75244140625,-939.412536621094,5.34690380096436,5.34690380096436,0,0.0104239759966731,-7.33091042093292e-07,2.70494297183177e-06,-1.55953562259674,0.0104272468015552,0.0104272468015552,-191.210113525391,-39.8602485656738,1.06806433200836,7904750.5,699431.875,0.022133681923151
6258646.5,10218199,1056257,240.247024536133,66.3475112915039,1.1204030670342e-05,0.0147989988327026,0.01478779502213,0.0357998758554459,58.8793525695801,1.05632030963898,0.850289463996887,518.268188476562,3375.24096679688,679403.375,3752.22192382812,600949.75,368.1923828125,195.163787841797,66.4374923706055,0.488184839487076,7420306,253.400299072266,695540.4375,-37.9360961914062,-0.76583331823349,-175.513168334961,0,0,0,-582.86181640625,3246.05224609375,-22009.708984375,366734.6875,-498125952,-498125952,165542848,1214452.75,57.8280982971191,1297482.625,18087086,5.87179708480835,3813.88427734375,-254.104919433594,-3719.20239257812,-733.693298339844,240.875473022461,240.875473022461,0,0.00999989733099937,0.000490803620778024,9.80762561084703e-05,-1.52303564548492,0.0100120436400175,0.0100120436400175,-175.513168334961,-37.9360961914062,-0.76583331823349,7640739.5,698326.375,0.0400388166308403
6281956,10256255,1048562.1875,240.444381713867,66.5467147827148,1.12208908831235e-05,0.0161858033388853,0.0161745827645063,0.0358578525483608,64.4507293701172,1.05671989917755,0.850283145904541,518.268188476562,3376.8974609375,679605.625,3751.63134765625,600919.3125,368.443756103516,194.049926757812,66.6496887207031,0.484705120325089,7431660.5,253.453598022461,695564.75,-37.7049751281738,-3.10046315193176,-174.390167236328,0,0,0,-780.92236328125,3367.60913085938,-23411.8359375,365197.21875,131694240,131694240,-253683536,1197110,57.565315246582,1293632.375,17807522,5.85594511032104,3800.92895507812,-114.155693054199,-3709.8408203125,-730.162719726562,241.0078125,241.0078125,0,0.00997528992593288,0.000980971264652908,0.000196121705812402,-1.47142255306244,0.0100241545587778,0.0100241545587778,-174.390167236328,-37.7049751281738,-3.10046315193176,7651013.5,698333.3125,0.040029376745224
6295285.5,10278017,1043551.4375,240.558517456055,66.6595764160156,1.12305224320153e-05,0.016308281570673,0.0162970516830683,0.0358909405767918,64.9557571411133,1.05693829059601,0.850282847881317,518.268188476562,3377.8095703125,679725.875,3751.31103515625,600897.9375,368.589172363281,193.419692993164,66.7665939331055,0.482731282711029,7438079,253.48518371582,695578.5,-37.5579223632812,-3.86606550216675,-173.74577331543,0,0,0,-953.236083984375,3433.01049804688,-23778.634765625,364557.15625,267449120,267449120,-337929152,1181710.5,57.4635314941406,1291487.625,17664190,5.85014772415161,3790.44458007812,51.47509765625,-3699.560546875,-727.52197265625,241.084716796875,241.084716796875,0,0.00992651749402285,0.001469322363846,0.000293986406177282,-1.41887640953064,0.0100362719967961,0.0100362719967961,-173.74577331543,-37.5579223632812,-3.86606550216675,7656984,698339.0625,0.0400045700371265
6304419.5,10292930,1040609.3125,240.633911132812,66.7389297485352,1.12370971692144e-05,0.0163428466767073,0.016331609338522,0.0359137132763863,65.107551574707,1.05711615085602,0.850282967090607,518.268188476562,3378.54248046875,679798.1875,3751.04711914062,600883.3125,368.683898925781,193.059478759766,66.8474655151367,0.481568783521652,7443430,253.513229370117,695586.4375,-37.4496574401855,-4.15686845779419,-173.374328613281,0,0,0,-1041.47888183594,3616.92919921875,-23920.845703125,364062.96875,314324672,314324672,-226978448,1173520.875,57.3824272155762,1288836.125,17530018,5.84613084793091,3784.57373046875,225.706268310547,-3686.89892578125,-725.509399414062,241.143249511719,241.143249511719,0,0.00985394325107336,0.00195468380115926,0.000391742767533287,-1.36444807052612,0.0100488662719727,0.0100488662719727,-173.374328613281,-37.4496574401855,-4.15686845779419,7662279.5,698344.1875,0.0399939902126789
6311147,10303913,1038900.75,240.687164306641,66.7990112304688,1.12419202196179e-05,0.0163579322397709,0.0163466911762953,0.0359305627644062,65.1792449951172,1.05726957321167,0.850283145904541,518.268188476562,3379.16748046875,679843.4375,3750.8173828125,600873.5,368.749816894531,192.848983764648,66.9076461791992,0.480859905481339,7448055.5,253.538513183594,695591.625,-37.3641586303711,-4.31474924087524,-173.154525756836,0,0,0,-1020.13201904297,3917.38232421875,-23968.986328125,363692.6875,316635232,316635232,-211966832,1169502.625,57.3146133422852,1287958.375,17493180,5.84283447265625,3780.22802734375,401.477905273438,-3667.6435546875,-723.739624023438,241.193801879883,241.193801879883,0,0.00975790712982416,0.00243593263439834,0.000489365367684513,-1.3140869140625,0.0100607257336378,0.0100607257336378,-173.154525756836,-37.3641586303711,-4.31474924087524,7667024,698349.0625,0.0399934388697147
6317202,10313799,1037546,240.734222412109,66.8537292480469,1.12462548713665e-05,0.0163690783083439,0.0163578316569328,0.0359457582235336,65.2348556518555,1.05741631984711,0.85028338432312,518.268188476562,3379.7626953125,679881,3750.5966796875,600864.9375,368.8076171875,192.679718017578,66.9622421264648,0.480274856090546,7452477.5,253.56298828125,695596,-37.2864875793457,-4.44956541061401,-172.975631713867,0,0,0,-1216.72119140625,3848.6689453125,-23934.072265625,363431.1875,333563328,333563328,-225127856,1166565.875,57.2509155273438,1286715.375,17443040,5.8397855758667,3774.92065429688,576.0537109375,-3639.14306640625,-721.889526367188,241.239639282227,241.239639282227,0,0.00963879749178886,0.00291199260391295,0.00058685295516625,-1.26540076732635,0.0100725078955293,0.0100725078955293,-172.975631713867,-37.2864875793457,-4.44956541061401,7671614,698353.8125,0.0399941653013229
6323029.5,10323313,1036365.5,240.778900146484,66.90673828125,1.12504203571007e-05,0.0163791570812464,0.016367906704545,0.0359603948891163,65.2861328125,1.05756211280823,0.850283622741699,518.268188476562,3380.35278320312,679915.1875,3750.37670898438,600857.125,368.862396240234,192.527984619141,67.0150985717773,0.479740113019943,7456865.5,253.587432861328,695600,-37.2129287719727,-4.57594060897827,-172.813369750977,0,0,0,-1413.53869628906,3778.74194335938,-23928.873046875,363197.34375,328500416,328500416,-228601744,1162053.75,57.1853790283203,1286458.625,17430876,5.83667898178101,3770.48999023438,748.525268554688,-3603.3349609375,-720.106018066406,241.283905029297,241.283905029297,0,0.00949697755277157,0.00338180013932288,0.000684214639477432,-1.21677434444427,0.0100846514105797,0.0100846514105797,-172.813369750977,-37.2129287719727,-4.57594060897827,7676196,698358.5,0.039994802325964
6328675,10332531,1035341.1875,240.82160949707,66.9584121704102,1.12544503281242e-05,0.0163890235126019,0.0163777694106102,0.0359745770692825,65.3364868164062,1.05770754814148,0.850283861160278,518.268188476562,3380.94018554688,679946.5,3750.15625,600850,368.914703369141,192.390609741211,67.0666427612305,0.479245960712433,7461224,253.611801147461,695603.75,-37.1438369750977,-4.68629550933838,-172.664672851562,0,0,0,-1586.78051757812,3703.1845703125,-23927.310546875,362997.59375,329935616,329935616,-223325232,1157885.875,57.1204643249512,1285717.25,17398012,5.83355140686035,3767.61010742188,919.289184570312,-3560.84790039062,-718.545532226562,241.326278686523,241.326278686523,0,0.00933280773460865,0.0038443033117801,0.000781459209974855,-1.16820919513702,0.0100971590727568,0.0100971590727568,-172.664672851562,-37.1438369750977,-4.68629550933838,7680770.5,698363.25,0.0399954095482826
6334220,10341584,1034424.25,240.863143920898,67.0093841552734,1.12584039015928e-05,0.0163990873843431,0.016387827694416,0.0359885133802891,65.3875503540039,1.05785310268402,0.850284039974213,518.268188476562,3381.52685546875,679976,3749.93530273438,600843.375,368.965576171875,192.261962890625,67.1174926757812,0.478775769472122,7465567.5,253.636169433594,695607.3125,-37.0783615112305,-4.76607131958008,-172.524490356445,0,0,0,-1815.10119628906,3617.09423828125,-23995.1796875,362747.9375,334850912,334850912,-213385840,1154432.75,57.049446105957,1284226,17321990,5.83020973205566,3767.53955078125,1088.86169433594,-3512.76708984375,-717.645324707031,241.368453979492,241.368453979492,0,0.00914664939045906,0.00429844530299306,0.000878594757523388,-1.11970663070679,0.0101099787279963,0.0101099787279963,-172.524490356445,-37.0783615112305,-4.76607131958008,7685344,698367.9375,0.0399957895278931
6339687.5,10350510,1033583.625,240.903762817383,67.0597991943359,1.12622983579058e-05,0.0164098050445318,0.0163985434919596,0.0360022559762001,65.4411544799805,1.05799841880798,0.850284218788147,518.268188476562,3382.11279296875,680004.125,3749.71362304688,600837.0625,369.015319824219,192.139495849609,67.1678085327148,0.478322565555573,7469892,253.66047668457,695610.6875,-37.0161209106445,-4.79811143875122,-172.390960693359,0,0,0,-1985.81420898438,3528.033203125,-24008.025390625,362603.84375,341863808,341863808,-202364288,1150226.25,56.9803314208984,1283491.875,17290766,5.82689237594604,3765.326171875,1255.60375976562,-3454.48388671875,-716.4384765625,241.408126831055,241.408126831055,0,0.00893886107951403,0.00474316999316216,0.000975630071479827,-1.07126724720001,0.0101230060681701,0.0101230060681701,-172.390960693359,-37.0161209106445,-4.79811143875122,7689908,698372.625,0.0399959869682789
6345181,10359479,1032744.375,240.944549560547,67.1104278564453,1.12662110041128e-05,0.016420666128397,0.0164094008505344,0.0360160544514656,65.4953079223633,1.05814409255981,0.850284457206726,518.268188476562,3382.69970703125,680032.3125,3749.49145507812,600830.875,369.065368652344,192.015838623047,67.2183609008789,0.477864980697632,7474219,253.684768676758,695614.0625,-36.9530181884766,-4.76941013336182,-172.25798034668,0,0,0,-2123.75537109375,3443.17895507812,-24026.57421875,362446.5,347357600,347357600,-191784544,1145662.875,56.9022598266602,1283674.625,17290532,5.82332038879395,3762.73999023438,1420.26391601562,-3387.47607421875,-715.2451171875,241.447998046875,241.447998046875,0,0.0087098078802228,0.00517740240320563,0.00107256916817278,-1.02288866043091,0.010136085562408,0.010136085562408,-172.25798034668,-36.9530181884766,-4.76941013336182,7694473.5,698377.3125,0.0399958714842796
6350764.5,10368595,1031831.9375,240.986236572266,67.1616973876953,1.12701882244437e-05,0.0164314210414886,0.0164201501756907,0.0360300727188587,65.5490264892578,1.05828964710236,0.85028463602066,518.268188476562,3383.28686523438,680061.875,3749.26953125,600824.375,369.116668701172,191.88493347168,67.2695388793945,0.477386355400085,7478548.5,253.709030151367,695617.5625,-36.8879547119141,-4.66980218887329,-172.120132446289,0,0,0,-2298.94116210938,3336.21362304688,-24048.484375,362205.8125,356324160,356324160,-182581968,1141381.875,56.8259048461914,1282864.875,17253386,5.81984996795654,3761.44653320312,1583.40881347656,-3313.10620117188,-714.267456054688,241.489151000977,241.489151000977,0,0.00845987815409899,0.00560003705322742,0.00116941006854177,-0.974565625190735,0.0101490113884211,0.0101490113884211,-172.120132446289,-36.8879547119141,-4.66980218887329,7699031.5,698382,0.0399953238666058
6356476,10377920,1030782.1875,241.029342651367,67.2138442993164,1.12742609417182e-05,0.016442384570837,0.0164311099797487,0.0360444001853466,65.6035614013672,1.05843472480774,0.85028475522995,518.268188476562,3383.87329101562,680093.625,3749.04907226562,600817.25,369.169830322266,191.743057250977,67.321533203125,0.476877391338348,7482890.5,253.733261108398,695621.3125,-36.819580078125,-4.50630187988281,-171.973876953125,0,0,0,-2447.31469726562,3216.7607421875,-24013.853515625,361902.65625,365829568,365829568,-180606720,1136682.625,56.7510032653809,1281897.875,17212576,5.81653642654419,3759.62866210938,1744.09362792969,-3229.58813476562,-713.202697753906,241.530685424805,241.530685424805,0,0.008189482614398,0.00600994564592838,0.00126614351756871,-0.926289618015289,0.0101615358144045,0.0101615358144045,-171.973876953125,-36.819580078125,-4.50630187988281,7703586.5,698386.75,0.0399944186210632
