Pressure,Pressure Coefficient,Dynamic Pressure,Temperature,Density,Dynamic Viscosity,Effective Viscosity,Eddy Viscosity,Thermal Conductivity,Effective Thermal Conductivity,Prandtl Number,Effective Prandtl Number,R Gas Constant,Specific Heat Capacity,Static Enthalpy,Entropy,Total Energy,Speed Of Sound,Velocity (mwa),Density (mwa),Mach Number (mwa),Total Pressure (mwa),Total Temperature (mwa),Total Enthalpy (mwa),Velocity Axial (mwa),Velocity Radial (mwa),Velocity Circumferential (mwa),Dp Dx,Dp Dy,Dp Dz,Vorticity X,Vorticity Y,Vorticity Z,Vorticity Magnitude,Q Criterion Normalized,Q Criterion Raw,Lambda 2 Criterion,Helicity,Turbulence Kinetic Energy,Turbulence Eddy Frequency,Turbulence Eddy Dissipation,Turbulence Intensity,Wall Shear,Wall Shear X,Wall Shear Y,Wall Shear Z,Wall Temperature,Wall Adjacent Temperature,Heat Flux,X,Y,Z,Angular Coordinate,Radial Angular Coordinate,Radial Angular Coordinate,Velocity Circumferential (mwa),Velocity Axial (mwa),Velocity Radial (mwa),Relative Total Pressure (mwa),Rothalpy (mwa),mdot
6273185,10241935,1200472.75,239.595703125,66.9760055541992,1.12077386802412e-05,0.0154306124895811,0.0154194049537182,0.035855446010828,61.7699928283691,1.06327259540558,0.850257217884064,518.268188476562,3401.59326171875,676906,3740.89013671875,601160.6875,367.153228759766,211.022247314453,66.9868545532227,0.516518294811249,7564200,254.898223876953,694894.25,-39.7710838317871,0.705373466014862,-185.303359985352,0,0,0,-1014.26110839844,-37539.359375,183805.6875,367275.5,-1352120832,-1352120832,332021920,364666.3125,56.7480964660645,1304800.25,21919508,5.69949865341187,5016.732421875,-337.096710205078,-4909.078125,-929.713989257812,5.34414339065552,5.34414339065552,0,0.0104239759966731,-7.33091042093292e-07,2.70494297183177e-06,-1.55953562259674,0.0104272468015552,0.0104272468015552,-185.303359985352,-39.7710838317871,0.705373466014862,7895784,698944.125,0.0220959261059761
6257698,10216650,995359.1875,240.120788574219,66.4153060913086,1.120226806961e-05,0.015104035846889,0.0150928338989615,0.0358002074062824,60.1583976745605,1.05730736255646,0.850288867950439,518.268188476562,3378.95654296875,678996.75,3750.58666992188,599724.8125,368.001037597656,194.946517944336,66.4998092651367,0.473887473344803,7348861.5,253.254776000977,694192.9375,-37.8963584899902,-0.977106750011444,-170.037551879883,0,0,0,-588.680541992188,3296.93237304688,-21228.611328125,365899.4375,-446520640,-446520640,139012976,1158999,58.0035972595215,1295608.875,17987384,5.88468599319458,3799.21557617188,-250.630737304688,-3705.15576171875,-731.075988769531,240.72834777832,240.72834777832,0,0.00999989733099937,0.000490803620778024,9.80762561084703e-05,-1.52303564548492,0.0100120436400175,0.0100120436400175,-170.037551879883,-37.8963584899902,-0.977106750011444,7637414.5,697790.5,0.040036778897047
6279943,10252968,988054.875,240.309921264648,66.6052856445312,1.12183843157254e-05,0.0162967555224895,0.0162855386734009,0.0358555875718594,64.9567108154297,1.05768573284149,0.850283563137054,518.268188476562,3380.52514648438,679191.75,3750.0302734375,599700.5,368.241912841797,193.889678955078,66.7024078369141,0.470582187175751,7360146,253.307006835938,694223.375,-37.6748809814453,-3.17123317718506,-168.965728759766,0,0,0,-782.479309082031,3393.26879882812,-22483.455078125,364353.15625,118810056,118810056,-241196336,1144024.25,57.7549858093262,1291798.875,17721266,5.86966896057129,3786.48120117188,-108.649368286133,-3696.22265625,-727.604370117188,240.856582641602,240.856582641602,0,0.00997528992593288,0.000980971264652908,0.000196121705812402,-1.47142255306244,0.0100241545587778,0.0100241545587778,-168.965728759766,-37.6748809814453,-3.17123317718506,7647358,697799,0.0400271005928516
6292830,10274008,983272.375,240.420761108398,66.7143173217773,1.12277120933868e-05,0.0164063442498446,0.016395116224885,0.0358876101672649,65.4101486206055,1.05789482593536,0.850283265113831,518.268188476562,3381.39868164062,679309.25,3749.72534179688,599683.1875,368.383117675781,193.287658691406,66.8154449462891,0.468682914972305,7366606.5,253.338912963867,694241.125,-37.5318412780762,-3.88728594779968,-168.344329833984,0,0,0,-955.322448730469,3453.77587890625,-22817.47265625,363731.4375,253606544,253606544,-304495968,1129563.75,57.6571655273438,1289705,17583966,5.86410999298096,3776.26782226562,57.4113883972168,-3686.07958984375,-725.011901855469,240.932373046875,240.932373046875,0,0.00992651749402285,0.001469322363846,0.000293986406177282,-1.41887640953064,0.0100362719967961,0.0100362719967961,-168.344329833984,-37.5318412780762,-3.88728594779968,7653266.5,697806.5625,0.0400037728250027
6301793,10288642,980393.75,240.495193481445,66.7920379638672,1.1234176781727e-05,0.016442209482193,0.0164309740066528,0.0359099730849266,65.567008972168,1.0580667257309,0.85028338432312,518.268188476562,3382.10717773438,679381.5625,3749.4716796875,599671.0625,368.476745605469,192.939178466797,66.8946762084961,0.467540293931961,7371951,253.36750793457,694251.75,-37.4249153137207,-4.16178941726685,-167.978500366211,0,0,0,-1044.29174804688,3635.45825195312,-22945.32421875,363244.46875,290550272,290550272,-214945888,1121719.25,57.5785446166992,1287092.25,17452958,5.86025238037109,3770.53100585938,231.397262573242,-3673.30883789062,-723.011779785156,240.990707397461,240.990707397461,0,0.00985394325107336,0.00195468380115926,0.000391742767533287,-1.36444807052612,0.0100488662719727,0.0100488662719727,-167.978500366211,-37.4249153137207,-4.16178941726685,7658546.5,697813.5625,0.0399939082562923
6308470.5,10299544,978663,240.548553466797,66.8514556884766,1.12389743662789e-05,0.0164580475538969,0.0164468083530664,0.035926703363657,65.6415252685547,1.05821561813354,0.850283622741699,518.268188476562,3382.71435546875,679427.9375,3749.25,599662.75,368.542907714844,192.732345581055,66.9541854858398,0.466826647520065,7376538.5,253.393341064453,694258.875,-37.339771270752,-4.31455135345459,-167.756286621094,0,0,0,-1023.25073242188,3935.35278320312,-22988.072265625,362877.75,292866816,292866816,-199689104,1118141.75,57.5128364562988,1286234.625,17417428,5.85709142684937,3766.22265625,406.658477783203,-3653.83422851562,-721.250366210938,241.041442871094,241.041442871094,0,0.00975790712982416,0.00243593263439834,0.000489365367684513,-1.3140869140625,0.0100607257336378,0.0100607257336378,-167.756286621094,-37.339771270752,-4.31455135345459,7663285,697820,0.039993442595005
6314502.5,10309392,977266.4375,240.595916748047,66.9057235717773,1.12433017420699e-05,0.016469644382596,0.0164584014564753,0.0359418466687202,65.6987457275391,1.05835819244385,0.850283801555634,518.268188476562,3383.29345703125,679466.875,3749.03662109375,599655.4375,368.601257324219,192.565032958984,67.0083236694336,0.466231465339661,7380911.5,253.418334960938,694264.875,-37.2623672485352,-4.4474401473999,-167.573226928711,0,0,0,-1220.62927246094,3866.40380859375,-22952.0078125,362618,308233408,308233408,-229397360,1115028.375,57.4509086608887,1285000.5,17367896,5.85415697097778,3760.95922851562,580.630615234375,-3625.14233398438,-719.406311035156,241.087677001953,241.087677001953,0,0.00963879749178886,0.00291199260391295,0.00058685295516625,-1.26540076732635,0.0100725078955293,0.0100725078955293,-167.573226928711,-37.2623672485352,-4.4474401473999,7667871,697826.3125,0.0399941653013229
6320313.5,10318879,976035,240.640960693359,66.9583435058594,1.12474654088146e-05,0.0164802148938179,0.0164689663797617,0.0359564460813999,65.7517929077148,1.05849981307983,0.850284039974213,518.268188476562,3383.86767578125,679502.5625,3748.82397460938,599648.75,368.656677246094,192.414810180664,67.060791015625,0.465684682130814,7385244,253.443313598633,694270.4375,-37.1890678405762,-4.57306051254272,-167.406143188477,0,0,0,-1418.2392578125,3796.2314453125,-22946.3359375,362385.46875,302982432,302982432,-220798896,1110690.75,57.3870086669922,1284752,17356208,5.85115718841553,3756.53686523438,752.450439453125,-3589.13696289062,-717.626892089844,241.132293701172,241.132293701172,0,0.00949697755277157,0.00338180013932288,0.000684214639477432,-1.21677434444427,0.0100846514105797,0.0100846514105797,-167.406143188477,-37.1890678405762,-4.57306051254272,7672450.5,697832.5625,0.0399948060512543
6325945.5,10328075,974951.9375,240.68408203125,67.0096435546875,1.12514953798382e-05,0.0164908636361361,0.0164796132594347,0.0359706021845341,65.8050842285156,1.05864119529724,0.850284278392792,518.268188476562,3384.43896484375,679535.375,3748.61083984375,599642.6875,368.709655761719,192.278732299805,67.1119613647461,0.465177357196808,7389541.5,253.468231201172,694275.625,-37.1202125549316,-4.6830883026123,-167.252212524414,0,0,0,-1592.34020996094,3720.38330078125,-22944.6640625,362186.875,304736896,304736896,-213626528,1106671.375,57.3236694335938,1284017.125,17323710,5.84813451766968,3753.66723632812,922.542724609375,-3546.486328125,-716.073364257812,241.175064086914,241.175064086914,0,0.00933280773460865,0.0038443033117801,0.000781459209974855,-1.16820919513702,0.0100971590727568,0.0100971590727568,-167.252212524414,-37.1202125549316,-4.6830883026123,7677022.5,697838.8125,0.0399954095482826
6331478,10337107,973970.5625,240.726028442383,67.0602416992188,1.12554489533068e-05,0.0165020618587732,0.0164908077567816,0.0359845086932182,65.8605041503906,1.05878245830536,0.850284457206726,518.268188476562,3385.009765625,679566.4375,3748.39721679688,599637,368.761199951172,192.151290893555,67.1624603271484,0.464693278074265,7393820,253.493133544922,694280.5625,-37.054988861084,-4.76272344589233,-167.106552124023,0,0,0,-1821.37390136719,3633.88159179688,-23012.515625,361938.3125,309091040,309091040,-203106000,1103483,57.254264831543,1282531.875,17248054,5.84490013122559,3753.61083984375,1091.43615722656,-3498.27783203125,-715.179077148438,241.217544555664,241.217544555664,0,0.00914664939045906,0.00429844530299306,0.000878594757523388,-1.11970663070679,0.0101099787279963,0.0101099787279963,-167.106552124023,-37.054988861084,-4.76272344589233,7681594,697845.0625,0.0399957895278931
