Pin,Tin,rhoin,muin,hin,sin,vin,Min,VThetain,P0in,T0in,htin,Pout,Tout,rhoout,muout,hout,sout,vout,Mout,VThetaout,P0out,T0out,htout,mdot,Fx,Fy,Fz,Tx,Ty,Tz,tau_w,Tp,Tv,Ttotal
9815431,263.772735595703,95.2554473876953,1.35877344291657e-05,700287.9375,3659.44189453125,133.803329467773,0.0847858041524887,-30.9336395263672,9872379,269.651336669922,700884.6875,6244709,237.84504699707,67.8373641967773,1.11798190118861e-05,671368.0625,3719.0810546875,191.341415405273,0.37066051363945,-126.636650085449,6906894.5,250.719757080078,680677.875,-0.0399824790656567,-16.5888481140137,-2.98203420639038,1.27353060245514,1.62358248233795,-1.0430269241333,-0.319364279508591,2907.88134765625,0.209839180111885,-0.109525084495544,0.100314095616341
