Pin,Tin,rhoin,muin,hin,sin,vin,Min,VThetain,P0in,T0in,htin,Pout,Tout,rhoout,muout,hout,sout,vout,Mout,VThetaout,P0out,T0out,htout,mdot,Fx,Fy,Fz,Tx,Ty,Tz,tau_w,Tp,Tv,Ttotal
9929750,264.036315917969,96.4062728881836,1.3664045582118e-05,699673.3125,3652.59252929688,134.037307739258,0.0321217961609364,-1.3269602060318,9938236,269.921813964844,699761.3125,6244709,236.139450073242,69.0417556762695,1.11695362647879e-05,665434.625,3694.08032226562,188.172866821289,0.350253880023956,-118.310455322266,6834399.5,248.72721862793,673613.75,-0.0899995788931847,8.20499515533447,-19.190824508667,4.15670013427734,6.1196084022522,0.688007354736328,-0.926428139209747,2585.08740234375,0.661508738994598,-0.264919370412827,0.396589368581772
