Pin,Tin,rhoin,muin,hin,sin,vin,Min,VThetain,P0in,T0in,htin,Pout,Tout,rhoout,muout,hout,sout,vout,Mout,VThetaout,P0out,T0out,htout,mdot,Fx,Fy,Fz,Tx,Ty,Tz,tau_w,Tp,Tv,Ttotal
9780026,263.094573974609,95.4119415283203,1.35724621941335e-05,698385.4375,3653.62963867188,133.584014892578,0.171278864145279,-67.8107452392578,10011795,268.976165771484,700796.8125,6244709,239.29817199707,66.8954010009766,1.11925464807427e-05,676289.625,3739.53540039062,194.410049438477,0.432126849889755,-150.259948730469,7153169.5,252.483352661133,689065.8125,-0.0399889536201954,-17.212516784668,-2.41290354728699,1.31062233448029,1.67432677745819,-1.08050918579102,-0.333775490522385,3024.2451171875,0.219970405101776,-0.11380510777235,0.106165297329426
