Pin,Tin,rhoin,muin,hin,sin,vin,Min,VThetain,P0in,T0in,htin,Pout,Tout,rhoout,muout,hout,sout,vout,Mout,VThetaout,P0out,T0out,htout,mdot,Fx,Fy,Fz,Tx,Ty,Tz,tau_w,Tp,Tv,Ttotal
9898782,263.615570068359,96.3995132446289,1.36488924908917e-05,698531.9375,3649.48413085938,132.215423583984,0.1199896261096,-47.746696472168,10014549,269.374206542969,699728.5,6244709,238.372848510742,67.5774765014648,1.11882964120014e-05,673038.6875,3725.67553710938,194.580627441406,0.447452276945114,-153.97265625,7227160,251.693511962891,686620.6875,-0.25,-175.336776733398,244.665374755859,16.4463138580322,-11.9405698776245,-24.021240234375,-3.88982272148132,2546.53784179688,2.9387047290802,-0.951117932796478,1.98758679628372
