Pin,Tin,rhoin,muin,hin,sin,vin,Min,VThetain,P0in,T0in,htin,Pout,Tout,rhoout,muout,hout,sout,vout,Mout,VThetaout,P0out,T0out,htout,mdot,Fx,Fy,Fz,Tx,Ty,Tz,tau_w,Tp,Tv,Ttotal
9849610,263.778289794922,95.6633071899414,1.36116741487058e-05,699820.375,3656.31176757812,133.232879638672,0.0883095636963844,-33.5506782531738,9911863,269.614013671875,700469.8125,6244709,237.948165893555,67.7922134399414,1.11817425931804e-05,671686.1875,3720.31225585938,191.923828125,0.399447739124298,-137.342895507812,7017081.5,250.905990600586,682480.25,-0.0899648070335388,7.86788511276245,-16.9472064971924,4.2704062461853,6.12388181686401,0.663574397563934,-0.957611799240112,2711.6640625,0.679670810699463,-0.277940958738327,0.401729851961136
