Pin,Tin,rhoin,muin,hin,sin,vin,Min,VThetain,P0in,T0in,htin,Pout,Tout,rhoout,muout,hout,sout,vout,Mout,VThetaout,P0out,T0out,htout,mdot,Fx,Fy,Fz,Tx,Ty,Tz,tau_w,Tp,Tv,Ttotal
9799902,263.925567626953,94.9374389648438,1.35619266075082e-05,704568.875,3676.25634765625,179.457977294922,0.0405220836400986,-2.66279816627502,9812936,274.412689208984,704707.25,6244709,235.778961181641,69.2936630249023,1.11672407001606e-05,664182.375,3688.82421875,187.432601928711,0.320416390895844,-107.19450378418,6734629,248.29264831543,670991.1875,-0.160000428557396,-58.4791374206543,-31.7639179229736,8.58987426757812,13.4740228652954,-6.64064693450928,-2.00738048553467,2402.232421875,1.49976217746735,-0.507618486881256,0.99214369058609
